applications.postAddress;applications.inn;responsibleOrg.long;responsibleOrg.lat;address.OSM
"Страна: Российская Федерация; ОКАТО: 45286596000; Почтовый индекс: 117312; Субъект РФ: Москва; Улица: Губкина; Дом: 14; Офис: офис ""МД ВИЖН""; ";7706505704;49,060708;55,807461;"дом 14,Губкина улица,Страна: Российская Федерация; ОКАТО: 45286596000; Почтовый индекс: 117312; Субъект РФ: Москва; Улица: Губкина; Дом: 14; Офис: офис ""МД ВИЖН""; ,Россия"
"Страна: Российская Федерация; ОКАТО: 45286552000; Почтовый индекс: 119590; Субъект РФ: Москва; Город: Москва; Улица: МЖД Киевское 5-ЫЙ км; Дом: 1; ";7704406169;49,060708;55,807461;дом 1,МЖД Киевское 5-ЫЙ км улица,Москва,Россия
"Страна: Российская Федерация; ОКАТО: 45268581000; Почтовый индекс: 119415; Субъект РФ: Москва; Улица: Вернадского; Дом: д. 41, стр. 1; Офис: 704; ";7729109714;49,060708;55,807461;"дом 41, стр. 1,Вернадского улица,Страна: Российская Федерация; ОКАТО: 45268581000; Почтовый индекс: 119415; Субъект РФ: Москва; Улица: Вернадского; Дом: д. 41, стр. 1; Офис: 704; ,Россия"
"Страна: Российская Федерация; ОКАТО: 57246843001; Почтовый индекс: 420107; Субъект РФ: Татарстан; Город: Казань; Улица: Островского; Дом: 79; Офис: 214; ";1655172080;49,060708;55,807461;дом 79,Островского улица,Казань,Россия
125047, 3-я Тверская-Ямская дом 46 офис 3;7702617799;49,060708;55,807461;3-Я ТВЕРСКАЯ-ЯМСКАЯ 46 ОФИС 3, Д. 3-Я ТВЕРСКАЯ-ЯМСКАЯ 46 ОФИС 3, 125047, 3-Я ТВЕРСКАЯ-ЯМСКАЯ ДОМ 46 ОФИС 3, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420111; Субъект РФ: Татарстан; Город: Казань; Улица: Московская; Дом: 31/6; ";1655289258;49,060708;55,807461;дом 31/6,Московская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420029; Субъект РФ: Республика Татарстан; Город: Казань; Улица: Лукина; Дом: 7А; Офис: 19; ";1,66108E+11;49,060708;55,807461;дом 7А,Лукина улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 420141; Субъект РФ: Татарстан; Город: г.Казань; Улица: ул.Габишева; Дом: 11; Офис: 110; ";1,62403E+11;49,060708;55,807461;дом 11,ул.Габишева улица,г.Казань,Россия
"Страна: Российская Федерация; ОКАТО: 45286580000; Почтовый индекс: 109240; Субъект РФ: Москва; Улица: Устьинский; Дом: 2/14; ";7705216918;49,060708;55,807461;"дом 2/14,Устьинский улица,Страна: Российская Федерация; ОКАТО: 45286580000; Почтовый индекс: 109240; Субъект РФ: Москва; Улица: Устьинский; Дом: 2/14; ,Россия"
"Российская Федерация; 123557, г. Москва, Б. Тишинский пер., д. 38, офис 501";7714550130;49,060708;55,807461;"дом Российская Ферация; 123557, г. Москва, Б. Тишинский пер., 38, офис 501,Российская Федерация; 123557, г. Москва, Б. Тишинский пер., д. 38, офис 501 улица,Российская Федерация; 123557, г. Москва, Б. Тишинский пер., д. 38, офис 501,Россия"
"Страна: Российская Федерация; ОКАТО: 92430000000; Почтовый индекс: 423801; Субъект РФ: Татарстан; Город: Набережные Челны; Населенный пункт: Элеваторная Гора; Улица: Лермонтова; Дом: 35а; ";1650310026;49,060708;55,807461;дом 35а,Лермонтова улица,Набережные Челны,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420061; Субъект РФ: Татарстан; Город: Казань; Населенный пункт: Азино; Улица: Бари Галеева; Дом: 8; Офис: 52; ";1660253360;49,060708;55,807461;дом 8,Бари Галеева улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 36418000000; Почтовый индекс: 445240; Субъект РФ: Самарская область; Город: Октябрьск; Улица: Шмидта; Дом: 4; ";4,33601E+11;49,060708;55,807461;дом 4,Шмидта улица,Октябрьск,Россия
"Страна: Российская Федерация; ОКАТО: 20401390000; Почтовый индекс: 394043; Субъект РФ: Воронежская область; Город: Воронеж город; Населенный пункт: Воронеж город; Улица: улица Березовая Роща; Дом: 40; Офис: 12; ";3666213350;49,060708;55,807461;дом 40,улица Березовая Роща улица,Воронеж город,Россия
"Страна: Российская Федерация; ОКАТО: 40000000000; Почтовый индекс: 195427; Субъект РФ: Санкт-Петербург; Город: Санкт-Петербург; Населенный пункт: Санкт-Петербург; Улица: Проспект Светлановский; Дом: 81/21; Офис: 30; ";7804545166;49,060708;55,807461;дом 81/21,Проспект Светлановский улица,Санкт-Петербург,Россия
117105 г. Москва, Варшавское шоссе, д. 9, стр. 1;7727275681;49,060708;55,807461;ВАРШАВСКОЕ ШОССЕ, Д. 9, Д. СТР. 1, МОСКВА, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 45290578000; Почтовый индекс: 109202; Субъект РФ: Москва; Улица: Фрезерная 1-я; Дом: 2/1, стр. 5; ";7714854353;49,060708;55,807461;"дом 2/1, стр. 5,Фрезерная 1-я улица,Страна: Российская Федерация; ОКАТО: 45290578000; Почтовый индекс: 109202; Субъект РФ: Москва; Улица: Фрезерная 1-я; Дом: 2/1, стр. 5; ,Россия"
"Страна: Российская Федерация; ОКАТО: 75401366000; Почтовый индекс: 454008; Субъект РФ: Челябинская; Город: Челябинск; Улица: Островского; Дом: 8; Офис: 26; ";7448099972;49,060708;55,807461;дом 8,Островского улица,Челябинск,Россия
123557, г. Москва, Б. Тишинский пер., д. 38;7701569616;49,060708;55,807461;Б. ТИШИНСКИЙ ПЕР., Д. 38, МОСКВА, РОССИЯ
123317;7714579668;49,060708;55,807461;
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420107; Субъект РФ: Татарстан; Город: Казань; а/я 177";1655204624;49,060708;55,807461;"дом Страна: Российская Ферация; ОКАТО: 92401000000; Почтовый инкс: 420107; Субъект РФ: Татарстан; Горо Казань; а/я 177,Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420107; Субъект РФ: Татарстан; Город: Казань; а/я 177 улица,Казань,Россия"
"Страна: Российская Федерация; ОКАТО: 33401000000; Почтовый индекс: 610042; Субъект РФ: Кировская; Город: Киров; Улица: Лепсе; Дом: 26; ";4345433549;49,060708;55,807461;дом 26,Лепсе улица,Киров,Россия
"Страна: Российская Федерация; ОКАТО: 40284563000; Почтовый индекс: 196247; Субъект РФ: Санкт-Петербург; Город: г. Санкт-Петербург; Улица: Ленинский пр-т. ; Дом: дом 151; ";7810874289;49,060708;55,807461;дом м 151,Ленинский пр-т. улица,г. Санкт-Петербург,Россия
"Страна: Российская Федерация; ОКАТО: 45263576000 ; Почтовый индекс: 111394; Субъект РФ: Россия ; Город: Москва; Населенный пункт: Москва; Улица: Утренняя; Дом: 18(1); ";7720314194;49,060708;55,807461;дом 18(1),Утренняя улица,Москва,Россия
"Страна: Российская Федерация; ОКАТО: 38760469; Почтовый индекс: 630048; Субъект РФ: Новосибирская область; Город: Новосибирск; Улица: Немировича-Данченко; Дом: 104; ";5403335256;49,060708;55,807461;дом 104,Немировича-Данченко улица,Новосибирск,Россия
"Страна: Российская Федерация; ОКАТО: 92701000; Почтовый индекс: 420103; Субъект РФ: Татарстан ; Город: Казань; Улица: Мусина; Дом: 61а; Офис: 101; ";1,657E+11;49,060708;55,807461;дом 61а,Мусина улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420066; Субъект РФ: Татарстан; Город: Казань; Улица: Четаева; Дом: 50; ";1657046557;49,060708;55,807461;дом 50,Четаева улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 66401000000; Почтовый индекс: 214014; Субъект РФ: Смоленская; Город: Смоленск; Улица: Твардовского; Дом: 8-Б; Офис: 31; ";6732107433;49,060708;55,807461;дом 8-Б,Твардовского улица,Смоленск,Россия
"Страна: Российская Федерация; ОКАТО: 92401363000; Почтовый индекс: 420047; Субъект РФ: Татарстан; Город: Казань; Улица: Дубинина; Дом: 60; ";1661027980;49,060708;55,807461;дом 60,Дубинина улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 24401000000; Почтовый индекс: 153002; Субъект РФ: Ивановская; Город: Иваново; Улица: Станко; Дом: 18; ";3702609825;49,060708;55,807461;дом 18,Станко улица,Иваново,Россия
420095, г.Казань, а\я129;1,65506E+11;49,060708;55,807461;А\Я129, Д. А\Я129, КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92222000084; Почтовый индекс: 422729; Субъект РФ: Республика Татарстан; Город: Высокогорский район; Населенный пункт: Село Суксу; Улица: Кирова; Дом: 9; ";1616026209;49,060708;55,807461;дом 9,Кирова улица,Высокогорский район,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420000; Субъект РФ: Татарстан; Город: Казань; Улица: Гаврилова; Дом: 54; Офис: 44; ";1657098883;49,060708;55,807461;дом 54,Гаврилова улица,Казань,Россия
420044, Республика Татарстан, г. Казань, ул. Волгоградская, д.49, оф. 112 А;1661009251;49,060708;55,807461;ВОЛГОГРАДСКАЯ УЛИЦА, Д.49, Д. ОФ. 112 А, КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420111; Субъект РФ: Татарстан; Город: Казань; Улица: Пушкина; Дом: 17; Офис: ПОМЕЩЕНИЕ 19; ";1655371880;49,060708;55,807461;дом 17,Пушкина улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 36401385000; Почтовый индекс: 443056; Субъект РФ: Самарская; Город: Самара; Улица: Николая Панова; Дом: 31; Офис: 122; ";6316184490;49,060708;55,807461;дом 31,Николая Панова улица,Самара,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420029; Субъект РФ: Татарстан; Город: Казань; Улица: Сибирский тракт; Дом: 34/10; ";1,65901E+11;49,060708;55,807461;дом 34/10,Сибирский тракт улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 33401000000; Почтовый индекс: 610035; Субъект РФ: Кировская; Город: Киров; Улица: Калинина; Дом: 38; Офис: 330; ";4345323031;49,060708;55,807461;дом 38,Калинина улица,Киров,Россия
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 420054; Субъект РФ: Татарстан; Город: Казань; Улица: Владимира Кулагина; Дом: 9; ";1659151814;49,060708;55,807461;дом 9,Владимира Кулагина улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 2224253000; Почтовый индекс: 606120; Субъект РФ: Нижегородская область; Город: Ворсма; Улица: И.Г. Завьялова; Дом: 32; Офис: 8; ";5252042142;49,060708;55,807461;дом 32,И.Г. Завьялова улица,Ворсма,Россия
"Страна: Российская Федерация; ОКАТО: 45296575000; Почтовый индекс: 117105; Субъект РФ: Москва; Улица: Нагорный проезд; Дом: дом 10 корпус 2; ";7726740400;49,060708;55,807461;"дом м 10 корпус 2,Нагорный проезд улица,Страна: Российская Федерация; ОКАТО: 45296575000; Почтовый индекс: 117105; Субъект РФ: Москва; Улица: Нагорный проезд; Дом: дом 10 корпус 2; ,Россия"
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420107; Субъект РФ: Республика Татарстан; Город: Казань; Улица: Марселя Салимжанова; Дом: дом 9, корпус 2; Офис: 107; ";1655393724;49,060708;55,807461;дом м 9, корпус 2,Марселя Салимжанова улица,Казань,Россия
603003,г.Н.Новгород, а/я 26;5,25717E+11;49,060708;55,807461;А/Я 26, Д. А/Я 26, Н.НОВГОРОД, РОССИЯ
607185, Нижегородская область, г. Саров, ул. Юности, д. 16, а/я 1943;5254486665;49,060708;55,807461;НИЖЕГОРОДСКАЯ ОБЛАСТЬ, ЮНОСТИ УЛИЦА, Д. 16, Д. А/Я 1943, САРОВ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 46245505000; Почтовый индекс: 142530; Субъект РФ: Московская; Город: Электрогорск; Улица: Буденного; Дом: 1; ";5035025076;49,060708;55,807461;дом 1,Буденного улица,Электрогорск,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420100; Субъект РФ: Татарстан; Город: Казань; Населенный пункт: Азино; Улица: Пр. Победы ; Дом: 124; Офис: 154; ";1660271506;49,060708;55,807461;дом 124,Пр. Победы улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420036; Субъект РФ: Татарстан; Город: Казань; Улица: Лечебная; Дом: 7; ";1657011160;49,060708;55,807461;дом 7,Лечебная улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420083; Субъект РФ: Татарстан; Город: Казань; Населенный пункт: Константиновка; Улица: Интернациональная; Дом: 43; ";1660085820;49,060708;55,807461;дом 43,Интернациональная улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 9240138500; Почтовый индекс: 420140; Субъект РФ: Республика Татарстан; Город: Казань; Улица: Проспект Победы; Дом: д. 78 пом. 1; ";1660274049;49,060708;55,807461;дом 78 пом. 1,Проспект Победы улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420039; Субъект РФ: Татарстан; Город: Казань; Улица: Гагарина; Дом: 99; Офис: 24; ";1657126107;49,060708;55,807461;дом 99,Гагарина улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 40284564000; Почтовый индекс: 196140; Субъект РФ: Санкт-Петербург; Город: Санкт-Петербург; Населенный пункт: Санкт-Петербург; Улица: Пулковское шоссе; Дом: 78, литер А; Офис: П4-Н, оф 1; ";7810654205;49,060708;55,807461;дом 78, литер А,Пулковское шоссе улица,Санкт-Петербург,Россия
"Страна: Российская Федерация; ОКАТО: 45268592000; Почтовый индекс: 119602; Субъект РФ: Москва; Город: Москва; Улица: Академика Анохина; Дом: дом 4, корпус 2 помещение I ; Офис: ком. 7; ";9729125340;49,060708;55,807461;дом м 4, корпус 2 помещение I ,Академика Анохина улица,Москва,Россия
141100, Московская обл., Щелковский район, г. Щелково, а/я 1425;3321023140;49,060708;55,807461;МОСКОВСКАЯ ОБЛ. А/Я 1425, Д. МОСКОВСКАЯ ОБЛ. А/Я 1425, ЩЕЛКОВО, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420100; Субъект РФ: Республика Татарстан; Город: Казань; Улица: пр-кт. Победы; Дом: 124; Офис: 77; ";1,66023E+11;49,060708;55,807461;дом 124,пр-кт. Победы улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 97401368000; Почтовый индекс: 428003; Субъект РФ: Чувашская республика; Город: Чебоксары; Улица: Энгельса; Дом: 3/2; Офис: 98; ";2130137458;49,060708;55,807461;дом 3/2,Энгельса улица,Чебоксары,Россия
422986, РФ, Республика Татарстан, г.Чистополь, ул.Академика Королева, д.9, а/я 9.;1652009431;49,060708;55,807461;РФ АКАДЕМИКА КОРОЛЕВА УЛИЦА, Д.9, Д. А/Я 9., ЧИСТОПОЛЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420081; Субъект РФ: Татарстан; Город: Казань; Улица: Патриса Лумумбы; Дом: 47а; ";1,63302E+11;49,060708;55,807461;дом 47а,Патриса Лумумбы улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 57401370000; Почтовый индекс: 614042; Субъект РФ: Пермский; Город: Пермь; Улица: Гальперина; Дом: 6; Офис: корпус 6, офис 3; ";5908018731;49,060708;55,807461;дом 6,Гальперина улица,Пермь,Россия
"Страна: Российская Федерация; ОКАТО: 60401378000; Почтовый индекс: 344093; Субъект РФ: Ростовская; Город: Ростов-на-Дону; Улица: Днепропетровская; Дом: 48б; Офис: 149; ";2,6241E+11;49,060708;55,807461;дом 48б,Днепропетровская улица,Ростов-на-Дону,Россия
"Страна: Российская Федерация; ОКАТО: 88401000000; Почтовый индекс: 424004; Субъект РФ: Марий Эл; Город: Йошкар-Ола; Улица: Пролетарский; Дом: 6; ";1,215E+11;49,060708;55,807461;дом 6,Пролетарский улица,Йошкар-Ола,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420108; Субъект РФ: Татарстан; Город: Казань; Улица: Магистральная ; Дом: 24; ";1659172726;49,060708;55,807461;дом 24,Магистральная улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 9240138000; Почтовый индекс: 420087; Субъект РФ: Республика Татарстан; Город: Казань; Улица: Бухарская; Дом: 89; Офис: 1; ";1660250626;49,060708;55,807461;дом 89,Бухарская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92430000000; Почтовый индекс: 423824; Субъект РФ: Татарстан; Город: Набережные Челны; Улица: Набережная Тукая; Дом: 93/100; Офис: 162; ";1,65003E+11;49,060708;55,807461;дом 93/100,Набережная Тукая улица,Набережные Челны,Россия
"Страна: Российская Федерация; ОКАТО: 92430000000; Почтовый индекс: 423832; Субъект РФ: Татарстан; Город: Набережные Челны; Улица: Шамиля Усманова; Дом: 63; Офис: 204; ";1650139160;49,060708;55,807461;дом 63,Шамиля Усманова улица,Набережные Челны,Россия
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420111; Субъект РФ: Татарстан; Город: Казань; Улица: Карла Фукса; Дом: дом 11/6; ";1655317579;49,060708;55,807461;дом м 11/6,Карла Фукса улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 45286560000; Почтовый индекс: 115114; Субъект РФ: Москва; Город: -; Населенный пункт: -; Улица: Дербеневская; Дом: дом 20 стр.7; Офис:";7705213787;49,060708;55,807461;дом м 20 стр.7,Дербеневская улица,-,Россия
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 421001; Субъект РФ: Татарстан; Город: Казань; Улица: Чистопольская; Дом: 85а; Офис: 9а; ";1659118581;49,060708;55,807461;дом 85а,Чистопольская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420100; Субъект РФ: Татарстан; Город: Казань; Населенный пункт: дербышки; Улица: Стадионная; Дом: 7; ";1660218372;49,060708;55,807461;дом 7,Стадионная улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 45263583000; Почтовый индекс: 111123; Субъект РФ: Москва; Улица: Владимирская 1-я; Дом: дом 12, корп. 2; ";7720296629;49,060708;55,807461;"дом м 12, корп. 2,Владимирская 1-я улица,Страна: Российская Федерация; ОКАТО: 45263583000; Почтовый индекс: 111123; Субъект РФ: Москва; Улица: Владимирская 1-я; Дом: дом 12, корп. 2; ,Россия"
"Страна: Российская Федерация; ОКАТО: 45286555000; Почтовый индекс: 105066; Субъект РФ: Москва; Улица: Бауманская; Дом: д. 7, стр. 1; Офис: 222; ";7731564213;49,060708;55,807461;"дом 7, стр. 1,Бауманская улица,Страна: Российская Федерация; ОКАТО: 45286555000; Почтовый индекс: 105066; Субъект РФ: Москва; Улица: Бауманская; Дом: д. 7, стр. 1; Офис: 222; ,Россия"
"Страна: Российская Федерация; ОКАТО: 97401000000; Почтовый индекс: 428003; Субъект РФ: Чувашская Республика -; Город: Чебоксары; Улица: Машиностроителей; Дом: 1; ";2130154319;49,060708;55,807461;дом 1,Машиностроителей улица,Чебоксары,Россия
"Страна: Российская Федерация; ОКАТО: 22401370000; Почтовый индекс: 603052; Субъект РФ: Нижегородская область; Город: город Нижний Новгород; Улица: Сормовское шоссе; Дом: дом 21, корпус 5; ";5259097969;49,060708;55,807461;дом м 21, корпус 5,Сормовское шоссе улица,город Нижний Новгород,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420126; Субъект РФ: Татарстан; Город: Казань; Улица: Проспект Ямашева; Дом: 84; Офис: 141; ";1655366819;49,060708;55,807461;дом 84,Проспект Ямашева улица,Казань,Россия
610035, Кировская область, г Киров, пер. Базовый  11 Д;4345373177;49,060708;55,807461;КИРОВСКАЯ ОБЛАСТЬ, Г КИРОВ, Д. ПЕР. БАЗОВЫЙ 11 Д, 610035, КИРОВСКАЯ ОБЛАСТЬ, Г КИРОВ, ПЕР. БАЗОВЫЙ 11 Д, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 40285565000; Почтовый индекс: 193079; Субъект РФ: Санкт-Петербург; Город: Санкт-Петербург; Улица: Новоселов; Дом: д.8, литер А; Офис: пом.15-Н; ";7811650605;49,060708;55,807461;дом 8, литер А,Новоселов улица,Санкт-Петербург,Россия
420066, Республика Татарстан, г. Казань, ул. Декабристов, д. 2;1655144950;49,060708;55,807461;ДЕКАБРИСТОВ УЛИЦА, Д. 2, КАЗАНЬ, РОССИЯ
420033, г. Казань, а/я 100;1656066783;49,060708;55,807461;А/Я 100, Д. А/Я 100, КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 45296559000; Почтовый индекс: 115191; Субъект РФ: Москва; Улица: Рощинская 2-я; Дом: 4; Офис: 503; ";7725836074;49,060708;55,807461;"дом 4,Рощинская 2-я улица,Страна: Российская Федерация; ОКАТО: 45296559000; Почтовый индекс: 115191; Субъект РФ: Москва; Улица: Рощинская 2-я; Дом: 4; Офис: 503; ,Россия"
"Страна: Российская Федерация; ОКАТО: 36244824001; Почтовый индекс: 445590; Субъект РФ: Самарская; Город: Хворостянский; Населенный пункт: Хворостянка; Улица: Комсомольская; Дом: 14; Офис: 2; ";6,38401E+11;49,060708;55,807461;дом 14,Комсомольская улица,Хворостянский,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420088; Субъект РФ: Республика Татарстан; Город: город Казань; Улица: Проспект Победы; Дом: 159; Офис: 503; ";1660218012;49,060708;55,807461;дом 159,Проспект Победы улица,город Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420087; Субъект РФ: Татарстан; Город: Казань; Населенный пункт: Горки; Улица: Родины; Дом: 7(4); Офис: 420 087, РТ, г. Казань, ул. Родина, д.7, корп.4; ";1,609E+11;49,060708;55,807461;дом 7(4),Родины улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 420141; Субъект РФ: Республика Татарстан; Город: г.Казань; Улица: ул.Сафиуллина; Дом: дом.5; Офис: оф.22; ";1659160618;49,060708;55,807461;дом м.5,ул.Сафиуллина улица,г.Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420132; Субъект РФ: Татарстан; Город: Казань; Улица: Адоратского; Дом: 29В; ";1655047202;49,060708;55,807461;дом 29В,Адоратского улица,Казань,Россия
420094, г.Казань, а/я 39;1657142620;49,060708;55,807461;А/Я 39, Д. А/Я 39, КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 57401000000; Почтовый индекс: 614033; Субъект РФ: Пермский; Город: Пермь; Улица: Лодыгина; Дом: 8А/2; Офис: 8А/2; ";5904349348;49,060708;55,807461;дом 8А/2,Лодыгина улица,Пермь,Россия
"Страна: Российская Федерация; ОКАТО: 92401370000; Почтовый индекс: 420087; Субъект РФ: Республика Татарстан; Город: город; Населенный пункт: Казань; Улица: Большая; Дом: 2; Офис: 19; ";1656099355;49,060708;55,807461;дом 2,Большая улица,город,Россия
420036;1661032910;49,060708;55,807461;
420036;1661042234;49,060708;55,807461;
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420073; Субъект РФ: Татарстан; Город: Казань; Улица: Гвардейская; Дом: 33; Офис: 307; ";1660176228;49,060708;55,807461;дом 33,Гвардейская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420094; Субъект РФ: Татарстан; Город: Казань; Улица: Маршала Чуйкова; Дом: 2д; ";1658008272;49,060708;55,807461;дом 2д,Маршала Чуйкова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420094; Субъект РФ: Татарстан; Город: Казань; Улица: Маршала Чуйкова; Дом: 2д; ";1657043933;49,060708;55,807461;дом 2д,Маршала Чуйкова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 45000000000; Почтовый индекс: 119019; Субъект РФ: Москва; Улица: Переулок Филипповский; Дом: д.7,пом 1; Офис: ком 3-4; ";7704317159;49,060708;55,807461;"дом 7,пом 1,Переулок Филипповский улица,Страна: Российская Федерация; ОКАТО: 45000000000; Почтовый индекс: 119019; Субъект РФ: Москва; Улица: Переулок Филипповский; Дом: д.7,пом 1; Офис: ком 3-4; ,Россия"
"Страна: Российская Федерация; ОКАТО: 45283577000; Почтовый индекс: 123181; Субъект РФ: город Москва; Город: город Москва; Улица: ул. Маршала Катукова; Дом: дом 17, корпус 1; Офис: офис 1; ";7734393630;49,060708;55,807461;дом м 17, корпус 1,ул. Маршала Катукова улица,город Москва,Россия
"Страна: Российская Федерация; ОКАТО: 18401000000; Почтовый индекс: 400064; Субъект РФ: Волгоградская; Город: Волгоград; Улица: улица им. маршала Еременко; Дом: 44; Офис: этаж 11, над А; ";3442046984;49,060708;55,807461;дом 44,улица им. маршала Еременко улица,Волгоград,Россия
"Страна: Российская Федерация; ОКАТО: 18401395000; Почтовый индекс: 400087; Субъект РФ: Волгоградская; Город: Волгоград; Улица: Донецкая; Дом: 38; ";3444096356;49,060708;55,807461;дом 38,Донецкая улица,Волгоград,Россия
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420043; Субъект РФ: Татарстан; Город: Казань; Улица: Лесгафта; Дом: 6/57; Офис: 47; ";1,65506E+11;49,060708;55,807461;дом 6/57,Лесгафта улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420111; Субъект РФ: Республика Татарстан; Город: г. Казань; Улица: Баумана; Дом: 54; ";1655382112;49,060708;55,807461;дом 54,Баумана улица,г. Казань,Россия
"Страна: Российская Федерация; ОКАТО: 20401000000; Почтовый индекс: 394049; Субъект РФ: Воронежская; Город: Воронеж; Улица: Лидии Рябцевой; Дом: 28; Офис: 203; ";3,66217E+11;49,060708;55,807461;дом 28,Лидии Рябцевой улица,Воронеж,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 421001; Субъект РФ: Татарстан; Город: Казань; Улица: Четаева; Дом: 10; Офис: 227; ";1657239301;49,060708;55,807461;дом 10,Четаева улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 45277556000; Почтовый индекс: 125167; Субъект РФ: Москва; Улица: Ленинградский проспект; Дом: 1, пом. 8; Офис: комн. 1; ";7714333713;49,060708;55,807461;"дом 1, пом. 8,Ленинградский проспект улица,Страна: Российская Федерация; ОКАТО: 45277556000; Почтовый индекс: 125167; Субъект РФ: Москва; Улица: Ленинградский проспект; Дом: 1, пом. 8; Офис: комн. 1; ,Россия"
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420094; Субъект РФ: Татарстан; Город: Казань; Улица: Маршала Чуйкова; Дом: 2В; Офис: 1; ";1657203697;49,060708;55,807461;дом 2В,Маршала Чуйкова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 11401000000; Почтовый индекс: 163009; Субъект РФ: Архангельская; Город: Архангельск; Улица: Федора Абрамова; Дом: 15/1; Офис: 23; ";2901264676;49,060708;55,807461;дом 15/1,Федора Абрамова улица,Архангельск,Россия
